"aka","year","site","ld","fl","hdCt","source","demo","Ax","Ly","nn1","nn2","nn3","nn4","nn5","nn6","nn7","unit"
"cw02",2011,"spp",1,1,1,"ice.csv; naughtyList","flw",683544.751969212,191904.485799756,3.3099935075209,38.0337608257859,45.7041433137205,47.3801253696739,48.710102185883,52.3134525867734,55.2638629264376,"west"
"cw02",2013,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cw02",2014,"spp",1,1,1,"autoAssign","flw",683544.751969212,191904.485799756,0.19448683066693,1.81937530223046,3.3099935075209,4.52082999829705,8.77738449628604,9.39126386457556,10.7166419642672,"west"
"cw02",2016,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cw10",2001,"spp",1,1,1,"ice.csv; no demo from spp2001, demo.out records based on surv","flw",683394.55729147,191909.753635901,12.2492328015948,14.1334494429844,16.9879211022936,17.41533930441,18.8294288868388,19.3183380304249,20.2295026355474,"west"
"cw38",1997,"spp",1,1,1,"ice.csv; make ice for 97--see tbl_inflobs971;tag=1286","flw",683893.52107051,191955.904927793,86.8750913820969,87.5173929193306,246.724427505943,249.987405298983,252.394305498921,307.651127936094,359.871161510504,"east"
"cw38",1998,"spp",1,1,5,"ice.csv; hdCt from phen and harvestlist_98;tag=1286","flw",683893.52107051,191955.904927793,1.03273455705425,1.35048852423451,1.70966415470674,1.92971282674654,2.13721755025886,2.28974076143316,2.85342123085376,"east"
"cw38",1999,"spp",1,1,2,"ice.csv; spp1999 records","flw",683893.52107051,191955.904927793,1.03273455705425,2.28974076143316,37.9479104204622,84.6856763372352,90.2396406849998,197.689119944242,241.038406504934,"east"
"cw38",2001,"spp",1,1,2,"ice.csv; no demo from spp2001, demo.out records based on surv","flw",683893.52107051,191955.904927793,2.28974076143316,4.21135828479671,7.7436707123913,182.511514339418,184.724515911867,197.689119944242,216.876291603515,"east"
"cw38",2007,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cw38",2016,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cw67",2007,"spp",1,1,1,"autoAssign","flw",683362.333189185,191915.228903349,0.863607729801868,1.46501268088596,1.84320187300166,2.1341695878323,2.31312682723571,2.45059558778904,2.78575827293859,"west"
"cw67",2010,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cw67",2012,"spp",1,1,2,"autoAssign","flw",683362.333189185,191915.228903349,1.57112068116618,1.82500988214849,1.84320187300166,2.1341695878323,2.31312682723571,3.62473411581578,4.07988917425767,"west"
"cw67",2013,"spp",1,1,0,"autoAssign","flw",683362.333189185,191915.228903349,1.57112068116618,2.78575827293859,3.10835328972036,3.51012173999438,5.03080798476564,5.53438261833741,7.08950748718593,"west"
"cw67",2014,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cw67",2016,"spp",1,1,1,"ice.csv; discrepancy between demo and surv","flw",683362.333189185,191915.228903349,1.46501268088596,1.84320187300166,2.45059558778904,2.78575827293859,2.80108843374169,3.59596666434999,4.3651299098495,"west"
"cx52",1999,"spp",1,1,1,"ice.csv; spp1999 records","flw",683528.614659854,191914.452524255,5.67365460206735,7.63297749072536,10.6381262177619,15.8300166198618,17.9189471400214,18.5728228695053,18.7876152197331,"west"
"cx52",2005,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cx52",2007,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cx52",2016,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cx88",1998,"spp",1,1,4,"ice.csv; unambiguous hdCt;tag=3226","flw",683916.130489382,191970.972455276,5.93755541941278,10.3302777243096,10.5083149771665,10.8097117016935,11.4601120408119,15.6751512337198,27.1701344529729,"east"
"cx88",2001,"spp",1,0,NA,"ice.csv; no demo from spp2001, demo.out records based on surv","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cx88",2002,"spp",1,0,NA,"ice.csv; NA rosetteCt but basal","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cx88",2003,"spp",1,1,3,"autoAssign","flw",683916.130489382,191970.972455276,1.10545185393714,1.11992553382267,3.4932824495865,6.7071577010399,8.13026617656639,10.3302777243096,11.207909453476,"east"
"cx88",2004,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cx88",2005,"spp",1,1,2,"autoAssign","flw",683916.130489382,191970.972455276,3.4932824495865,14.2806178666976,23.1787052394938,23.7116767993885,27.2102215442124,30.3049380689899,34.8758903973328,"east"
"cx88",2007,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cx88",2010,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cx88",2016,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cy15",1996,"spp",1,1,2,"ice.csv; automatic ice-maker for 1996;tag=977","flw",683536.312821632,191907.110315141,0.620871409252707,2.11619203529724,3.25519585556164,3.49703157477469,3.58340196998293,4.28610244333539,4.67360317675105,"west"
"cy15",1997,"spp",1,0,NA,"ice.csv; make ice for 97;tag=977","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cy15",1999,"spp",1,1,1,"ice.csv; spp1999 records","flw",683536.312821632,191907.110315141,8.58904602163175,8.64536133758176,9.25428015332515,10.6381262177619,11.3333217716668,13.5796969971741,22.5872333770495,"west"
"cy15",2003,"spp",1,1,1,"autoAssign","flw",683536.312821632,191907.110315141,1.19505227931847,3.49703157477469,4.28610244333539,6.03861801677238,7.24814186887953,8.10355617999042,8.64536133758176,"west"
"cy15",2005,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cy15",2007,"spp",1,1,6,"ice.csv; naughtyList","flw",683536.312821632,191907.110315141,2.11619203529724,5.06480068835449,5.46238947749815,7.24814186887953,8.64536133758176,8.83783304271942,9.25428015332515,"west"
"cy15",2010,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cy15",2016,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cy27",1999,"spp",1,1,1,"ice.csv; spp1999 records","flw",683703.500902193,191901.376735294,44.6395178105338,106.668356259049,109.558413611135,110.047473456057,111.257499947307,113.793227908623,116.980561784536,"east"
"cy27",2000,"spp",1,1,1,"ice.csv; spp2000 records from surv","flw",683703.500902193,191901.376735294,4.4910849765975,8.7784980339882,10.7339456693944,13.1892011317452,18.7595766130936,19.6342171902763,44.6395178105338,"east"
"cy27",2001,"spp",1,1,2,"ice.csv; no demo from spp2001, demo.out records based on surv","flw",683703.500902193,191901.376735294,13.1892011317452,17.1292092686876,19.6342171902763,23.1284713535352,95.4067810871927,112.114635376083,156.873035207104,"east"
"cy27",2002,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cy27",2005,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cy27",2010,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cy27",2016,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cy87",2001,"spp",1,1,4,"ice.csv; no demo from spp2001, demo.out records based on surv","flw",683451.256629875,191911.381933321,1.07920722065065,1.36662290312395,2.39641597497039,7.23067608499392,8.08594499947567,8.4958535157897,9.26212916863237,"west"
"cy87",2016,"spp",1,1,1,"ice.csv; Using head count from surv due to grazing","flw",683451.256629875,191911.381933321,0.122434568618102,2.99275617956208,3.92205989259164,6.17732796214072,7.38961231907,9.66050244332679,9.80481248024848,"west"
"cy89",2003,"spp",1,1,9,"autoAssign","flw",683690.415702126,191893.540315369,4.15933969227732,8.40173609764207,9.38405091159098,9.67948777331159,10.353557235243,11.1919067609443,11.5302282564614,"east"
"cy89",2007,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cy89",2016,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cz03",1996,"spp",1,1,0,"ice.csv; tbl_inflobs961 & paper; dbl;tag=1091","flw",683459.105163101,191919.536836232,1.48740478017723,1.98657164845015,2.33592890667016,3.13607084696635,4.34202156307037,4.7381462089967,4.85808687400666,"west"
"cz03",1997,"spp",1,0,NA,"ice.csv; make ice for 97--see tbl_inflobs971;tag=1091","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz03",2005,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz03",2007,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz03",2016,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz06",2000,"spp",1,1,1,"ice.csv; spp2000 demo records","flw",683371.007476547,191915.660254853,1.00321464138247,7.88679989243806,14.3801662433101,19.3128818767695,21.0507345863903,22.0772170034511,32.3779454519072,"west"
"cz06",2001,"spp",1,1,1,"ice.csv; no demo from spp2001, demo.out records based on surv","flw",683371.007476547,191915.660254853,0.696340191685579,1.00321464138247,1.21514390487496,1.93081727561541,3.38032182551095,5.51954549347481,5.86183826540836,"west"
"cz06",2005,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz06",2007,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz06",2008,"spp",1,1,1,"autoAssign","flw",683371.007476547,191915.660254853,1.00321464138247,1.21514390487496,1.93081727561541,3.38032182551095,3.52599508478938,3.71591188152831,3.96874865663955,"west"
"cz06",2010,"spp",1,0,NA,"ice.csv; NA rosetteCt but basal","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz06",2013,"spp",1,1,2,"ice.csv; naughtyList; heads went crisp but produced pollen","flw",683371.007476547,191915.660254853,3.51359018805268,5.51954549347481,5.94624480895274,8.6850057776893,9.81212234294825,10.7022355869928,11.3944814433522,"west"
"cz06",2014,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz06",2016,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz29",1998,"spp",1,1,5,"ice.csv; unambiguous hdCt;tag=3130","flw",683893.028679052,191954.997133038,0.703131103942679,0.90533106356979,1.03273455705425,1.09111267542966,1.14707929158935,2.04093924179408,2.39146729252204,"east"
"cz29",1999,"spp",1,1,0,"ice.csv; spp1999 records","flw",683893.028679052,191954.997133038,1.03273455705425,2.39146729252204,38.8759500589809,83.8125237687833,89.3763690011112,196.966812573426,240.352771551229,"east"
"cz29",2002,"spp",1,0,NA,"ice.csv; NA rosetteCt but basal","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cz29",2005,"spp",1,0,NA,"ice.csv; NA rosetteCt but basal","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cz29",2007,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cz29",2009,"spp",1,1,5,"autoAssign","flw",683893.028679052,191954.997133038,1.09111267542966,1.14707929158935,2.04093924179408,2.47292716562195,2.52823288200123,3.1628956097306,3.77361118726961,"east"
"cz29",2010,"spp",1,1,1,"autoAssign","flw",683893.028679052,191954.997133038,1.09111267542966,1.14707929158935,2.52823288200123,3.1628956097306,4.02547186165799,4.95640273375325,5.26228148197249,"east"
"cz29",2013,"spp",1,1,0,"autoAssign","flw",683893.028679052,191954.997133038,4.95640273375325,5.26228148197249,181.937876290473,186.914483092465,190.773938803234,191.18498641564,192.953715462157,"east"
"cz29",2014,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cz29",2015,"spp",1,1,1,"autoAssign","flw",683893.028679052,191954.997133038,6.91475275194344,16.3636749381268,86.1512581817979,130.587643132432,142.887045974596,176.019726283203,178.424977438012,"east"
"cz29",2016,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"cz64",2007,"spp",1,1,1,"autoAssign","flw",683376.316462725,191914.62841238,0.278051284673522,0.520550027569821,2.73764649820218,3.96599902466085,5.68131014301925,6.06105437293407,6.18633157041986,"west"
"cz64",2010,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz64",2012,"spp",1,1,1,"ice.csv; duplicated demo records in spp2012","flw",683376.316462725,191914.62841238,0.278051284673522,2.73764649820218,2.88831804141548,5.68131014301925,6.06105437293407,6.18633157041986,6.21610113417128,"west"
"cz64",2014,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz64",2015,"spp",1,0,NA,"ice.csv; naughtyList","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz64",2016,"spp",1,1,1,"ice.csv; Using head count from surv due to grazing","flw",683376.316462725,191914.62841238,2.19428661832199,2.88831804141548,3.96140512779145,4.49641432630653,5.68131014301925,5.84321041360145,5.99283389589458,"west"
"cz84",2006,"spp",1,1,2,"ice.csv; spp2006 records","flw",683412.732126697,191921.968111503,9.60540891430932,11.0302858268778,12.8461837122555,14.0596041049158,14.3045428853529,14.5996854008957,15.3375499147493,"west"
"cz84",2007,"spp",1,1,3,"ice.csv; naughtyList","flw",683412.732126697,191921.968111503,3.61903833373674,4.00558476492176,4.26911856327844,4.35357971795554,4.45966132924735,4.54610363352952,8.31305808401944,"west"
"cz84",2009,"spp",1,1,1,"autoAssign","flw",683412.732126697,191921.968111503,0.754681796835546,7.23985981049989,12.8461837122555,14.3045428853529,15.1059913315536,15.4758876541816,15.5078113257037,"west"
"cz84",2010,"spp",1,1,3,"autoAssign","flw",683412.732126697,191921.968111503,2.5800852710737,4.45966132924735,12.8461837122555,14.3045428853529,14.5996854008957,15.3375499147493,15.5078113257037,"west"
"cz84",2011,"spp",1,1,2,"autoAssign","flw",683412.732126697,191921.968111503,0.754681796835546,4.00558476492176,4.45966132924735,9.03743470538276,13.8293898535437,14.5996854008957,15.5078113257037,"west"
"cz84",2012,"spp",1,0,NA,"ice.csv; duplicated demo records in spp2012","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz84",2014,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz84",2015,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz84",2016,"spp",1,1,2,"ice.csv; discrepancy between demo and surv; autoassigned using demo head counts","flw",683412.732126697,191921.968111503,2.5800852710737,3.61903833373674,4.00558476492176,4.45966132924735,5.51083910782553,7.23985981049989,11.0302858268778,"west"
"cz86",1996,"spp",1,1,1,"ice.csv; entirely unambiguous hdCt;tag=1017","flw",683499.580071046,191917.974690283,0.586602798339924,3.41456521096879,4.46429752944704,4.97256818137684,5.11486511464015,5.16432373378138,5.84994644799545,"west"
"cz86",2005,"spp",1,0,NA,"ice.csv; basal pla in spp2005","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz86",2007,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz86",2010,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"cz86",2012,"spp",1,1,1,"ice.csv; duplicated demo records in spp2012","flw",683499.580071046,191917.974690283,0.465573925223228,1.26292827173696,1.48287415957468,1.5419663857677,3.46645600535028,4.46429752944704,4.89414511777914,"west"
"cz86",2015,"spp",1,1,0,"autoAssign","flw",683499.580071046,191917.974690283,0.465573925223228,1.26292827173696,1.5419663857677,3.46645600535028,4.97256818137684,5.27018617510385,5.44151625083718,"west"
"cz86",2016,"spp",1,1,0,"ice.csv; discrepancy between demo and surv; autoassigned using demo head counts","flw",683499.580071046,191917.974690283,0.586602798339924,1.13926198339963,1.26292827173696,1.5419663857677,3.46645600535028,4.3667973183232,4.46429752944704,"west"
"da26",2001,"spp",1,1,1,"ice.csv; no demo from spp2001, demo.out records based on surv","flw",683410.028243793,191923.673351746,1.87327154931573,3.99235942364223,7.17866886126336,7.28476079784474,8.14483958826191,11.990270751096,12.8327924227006,"west"
"da26",2005,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"da26",2007,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"da26",2008,"spp",1,1,1,"autoAssign","flw",683410.028243793,191923.673351746,11.990270751096,16.0130456407566,16.6267501326015,17.3353397925029,17.6002596136054,33.0050745413334,34.7263030125986,"west"
"da26",2016,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"da29",1999,"spp",1,1,1,"ice.csv; spp1999 records","flw",683372.739526023,191916.451916964,1.74029387690754,6.32067042743681,7.78241879321379,10.3875181994752,21.2218525877038,22.9403551962791,23.9750513366976,"west"
"da29",2005,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"da29",2007,"spp",0,0,NA,"ice.csv; naughtyList","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"da29",2016,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"db69",2002,"spp",1,1,1,"autoAssign","flw",683717.442184895,191905.349792267,37.4898018624121,64.7740975677567,161.874856932657,175.60391114431,183.244297231145,183.384660368895,184.881310233406,"east"
"db69",2003,"spp",1,1,1,"autoAssign","flw",683717.442184895,191905.349792267,2.76879665495908,4.68579703835372,6.00912419835425,6.22478054782399,6.58579196455483,7.13986804741871,19.148940163748,"east"
"db69",2005,"spp",1,1,2,"autoAssign","flw",683717.442184895,191905.349792267,2.76879665495908,6.22478054782399,6.82769900794043,7.31785065369655,8.50184301584921,10.6223686911967,10.6665642431296,"east"
"db69",2006,"spp",1,0,NA,"ice.csv; spp2006 records","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"db69",2007,"spp",1,1,2,"ice.csv; naughtyList","flw",683717.442184895,191905.349792267,4.68579703835372,5.38898918411845,5.8475990413969,6.82769900794043,7.13986804741871,7.36976552579508,7.64772979482591,"east"
"db69",2008,"spp",1,1,1,"autoAssign","flw",683717.442184895,191905.349792267,4.68579703835372,5.73213394489516,5.8475990413969,6.3032897111185,6.58579196455483,7.13986804741871,7.31785065369655,"east"
"db69",2009,"spp",1,1,3,"autoAssign","flw",683717.442184895,191905.349792267,2.76879665495908,3.08297694373175,4.63309953520357,4.68579703835372,5.38898918411845,5.73213394489516,5.8475990413969,"east"
"db69",2010,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"db69",2014,"spp",1,1,4,"autoAssign","flw",683717.442184895,191905.349792267,1.53319805897742,1.85067705698105,1.88124571759369,2.01267798274378,2.76879665495908,3.06469261370011,4.68579703835372,"east"
"db69",2015,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"db69",2016,"spp",1,1,1,"autoAssign","flw",683717.442184895,191905.349792267,0.400786529523436,2.55907874535567,4.68579703835372,5.8475990413969,6.22478054782399,6.89935731751562,7.12687606099855,"east"
"db88",2005,"spp",1,1,2,"autoAssign","flw",683431.172074638,191918.368100718,4.56926683520045,5.09637172629918,6.23653326086994,7.22727283514254,7.7122230324527,7.76770683120644,8.01675569545849,"west"
"db88",2006,"spp",1,1,4,"ice.csv; spp2006 records","flw",683431.172074638,191918.368100718,4.49542071837039,5.09637172629918,7.22727283514254,8.01675569545849,9.44273007945663,9.61412297537826,9.61921925663093,"west"
"db88",2007,"spp",1,1,5,"ice.csv; naughtyList","flw",683431.172074638,191918.368100718,2.04512671318168,4.45454122872558,4.49542071837039,5.09637172629918,6.23653326086994,7.22727283514254,7.68879671024606,"west"
"db88",2010,"spp",1,1,1,"autoAssign","flw",683431.172074638,191918.368100718,2.04512671318168,5.09637172629918,9.66752813472027,10.6554165386529,11.2031230419274,11.7654684826004,14.679967024694,"west"
"db88",2012,"spp",1,1,1,"autoAssign","flw",683431.172074638,191918.368100718,5.45106663594239,6.02637908325024,9.61921925663093,9.66752813472027,9.79649944241551,11.2247041724842,11.7566212181633,"west"
"db88",2014,"spp",1,1,0,"autoAssign","flw",683431.172074638,191918.368100718,10.3265960538665,20.7596736634193,21.4455662660231,21.9603244344974,25.332921986214,32.0259092792243,53.699840772561,"west"
"db88",2015,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"db88",2016,"spp",1,1,0,"autoAssign","flw",683431.172074638,191918.368100718,2.48781139831217,5.07949947327037,5.29718365765304,5.45106663594239,8.01675569545849,9.45862788887633,9.61921925663093,"west"
"db97",2010,"spp",1,1,1,"autoAssign","flw",683412.50495327,191919.398046866,2.5800852710737,5.67010962046591,14.2977468811499,15.6929300568459,15.8447716166564,15.8466623463412,17.0391835995284,"west"
"db97",2014,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"db97",2015,"spp",1,1,1,"ice.csv; naughtyList","flw",683412.50495327,191919.398046866,5.52189100966047,12.0318751513736,15.6793273294737,17.7947000125028,20.0087634595071,21.0099108188591,29.316443520596,"west"
"db97",2016,"spp",1,1,2,"ice.csv; discrepancy between demo and surv; autoassigned using demo head counts","flw",683412.50495327,191919.398046866,2.5800852710737,5.11991311411463,5.67010962046591,5.72048367795043,6.09010589953369,7.95924558697582,12.0318751513736,"west"
"dc22",1996,"spp",1,1,0,"ice.csv; best guess, see getIceFor1996.R;tag=NA","flw",683524.698877117,191913.626793942,2.70174613034145,3.00934139736382,3.36274857455967,5.40961201969496,5.77656310203416,5.9739110713878,7.57338695165436,"west"
"dc36",2006,"spp",1,1,1,"ice.csv; spp2006 records","flw",683713.080494421,191898.298339865,1.67485574303427,2.32939709472582,5.03039085875485,7.55129343095144,8.78519794335281,8.90355212206827,8.94104125722762,"east"
"dc36",2007,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"dc36",2009,"spp",1,1,3,"autoAssign","flw",683713.080494421,191898.298339865,0.728977043134116,1.18244842896004,1.86539472608986,2.03366875969117,2.32939709472582,2.50815866121982,2.64118009489932,"east"
"dc36",2010,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"dc36",2016,"spp",0,0,NA,"autoAssign","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"dc44",1998,"spp",1,1,0,"ice.csv; hdCt from inflobs983; hd toppled before flowering;tag=3214","flw",683652.891369148,191899.976162019,0.790808233854863,1.38699348952948,3.06533074977757,4.87509714811334,5.306154688755,6.04253073045084,31.4143363895618,"east"
"dc44",2000,"spp",1,0,NA,"ice.csv; spp2000 demo records","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"dc44",2002,"spp",1,1,0,"autoAssign","flw",683652.891369148,191899.976162019,31.194120066785,64.7740975677567,97.1695481452027,119.339945931908,120.853185966711,121.871889305191,127.841112020154,"east"
"dc44",2005,"spp",1,0,NA,"ice.csv; basal pla in spp2005","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"dc44",2007,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"dc44",2008,"spp",1,1,1,"autoAssign","flw",683652.891369148,191899.976162019,29.2357179026439,29.6027925913246,30.0524784207696,36.7097785617704,39.464370549056,43.7978823547157,44.2255365924516,"east"
"dc44",2009,"spp",1,1,1,"autoAssign","flw",683652.891369148,191899.976162019,0.790808233854863,1.38699348952948,12.9518483089208,15.0675103689897,16.1249290355304,16.7799331828194,17.1304551896002,"east"
"dc44",2010,"spp",1,1,1,"autoAssign","flw",683652.891369148,191899.976162019,12.9518483089208,16.311345006163,16.7799331828194,17.1304551896002,21.7587320327856,30.0524784207696,31.2201694601183,"east"
"dc44",2013,"spp",1,1,1,"autoAssign","flw",683652.891369148,191899.976162019,0.790808233854863,46.9130293556957,55.0272374871081,56.6986849385741,59.0754664770223,61.5582925463559,67.7088361211984,"east"
"dc44",2014,"spp",1,1,1,"autoAssign","flw",683652.891369148,191899.976162019,0.790808233854863,16.1249290355304,17.1304551896002,18.0694523061553,21.153142174124,21.7587320327856,21.8315781406522,"east"
"dc44",2015,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"dc44",2016,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"dc53",2011,"spp",1,1,2,"autoAssign","flw",683346.89325,191917.48275,2.19474358317247,8.34316971662485,8.36825005630718,9.65386592740966,11.1590677793783,11.7138599143639,11.9426873444093,"west"
"dc53",2012,"spp",1,1,4,"ice.csv; duplicated demo records in spp2012","flw",683346.89325,191917.48275,8.20570605476685,8.34316971662485,8.36825005630718,8.4014982831937,9.0625306518545,9.31919187078966,9.65386592740966,"west"
"dc53",2014,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"dc53",2015,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"dc53",2016,"spp",1,1,2,"ice.csv; discrepancy between demo and surv","flw",683346.89325,191917.48275,5.16828509011371,8.34316971662485,8.75041819717903,9.0625306518545,9.65386592740966,9.68560062689972,9.84649723215229,"west"
"dc62",2016,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"east"
"dc77",2001,"spp",1,1,1,"ice.csv; no demo from spp2001, demo.out records based on surv","flw",683354.22704139,191908.348746609,2.62395538148261,3.15748744997656,3.51007646435637,3.52168656047923,3.99202406334646,4.01805460937528,4.23291988126264,"west"
"dc77",2005,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
"dc77",2010,"spp",1,1,0,"autoAssign","flw",683354.22704139,191908.348746609,4.69457830702386,7.83736289321611,8.37109551670037,9.60491965256605,9.97052042933033,10.9713470592107,11.1130162499233,"west"
"dc77",2011,"spp",1,1,3,"ice.csv; naughtyList","flw",683354.22704139,191908.348746609,1.4450650458764,3.51007646435637,5.15833871941497,7.83736289321611,8.37109551670037,9.97052042933033,11.1130162499233,"west"
"dc77",2012,"spp",1,1,1,"autoAssign","flw",683354.22704139,191908.348746609,3.51007646435637,4.69457830702386,5.15833871941497,5.39957057566382,7.03240136535675,9.09020773390745,9.97052042933033,"west"
"dc77",2014,"spp",1,0,NA,"autoAssign","basal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"west"
