row,pos,cg_pla_id,exp_nm,site_of_origin_pedigree,measure_yr,measure_dt,pla_status_desc,basal_rosette_ct,flowering_rosette_ct,basal_lf_ct,longest_basal_lf,longest_cauline_lf,hdct,min_hd_height,max_hd_height,wrinkled_lvs_pres,insects,ant1,ant2to10,ant_gt10,aphid1,aphid2to10,aphid11to80,aphid_gt80,lf_miner,lf_rolled,ant_nest,lf_hopper,pupa,egg_sac,beetle,grasshopper,spittle,wht_fuzzy,wht_scary,other_note,insects_note,yr_planted,ld,fl,hd_ct,ach_ct
49.33,957,2492,1999,sppW,2004,2004-08-04,flowering,NA,NA,0,0,NA,1,57,57,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1999,1,1,1,1
17,957,3,1996,Eriley,2005,2005-08-17,flowering,NA,2,12,30,NA,2,56,63,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
17,948,12,1996,SPP,2005,2005-08-17,flowering,NA,1,5,19,NA,1,44,44,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
17,945,15,1996,Eriley,2005,2005-08-17,flowering,NA,1,3,27,NA,1,72,72,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
17,941,19,1996,Eriley,2005,2005-08-17,flowering,NA,3,7,37,NA,3,67,70,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
23,957,27,1996,AA,2005,2005-08-17,flowering,NA,1,12,49,NA,2,55,81,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
23,954,30,1996,SPP,2005,2005-08-17,flowering,NA,7,0,0,NA,6,7,69,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,6,6
23,953,31,1996,SPP,2005,2005-08-17,flowering,NA,2,8,18,NA,1,16,33,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
23,951,33,1996,SPP,2005,2005-08-17,flowering,NA,1,12,27,NA,1,49,49,0,11-80 aphids;2-10 ants,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
23,950,34,1996,Lf,2005,2005-08-17,flowering,NA,1,0,0,NA,1,51,51,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
23,948,36,1996,Lf,2005,2005-08-17,fl based on dud & vd (includeForHdCt=0),NA,2,7,17,NA,0,8,16,1,11-80 aphids;2-10 ants;ant nest,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1996,1,1,0,0
24,959,49,1996,SPP,2005,2005-08-12,flowering,NA,2,18,39,NA,2,63,71,0,11-80 aphids;1 ant,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
24,958,50,1996,SPP,2005,2005-08-12,flowering,NA,1,18,36,NA,1,63,63,0,11-80 aphids;2-10 ants;other (Note),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1 brn laval sac 4mm,1996,1,1,1,1
24,955,53,1996,AA,2005,2005-08-12,flowering,NA,1,17,43,NA,3,68,81,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
24,954,54,1996,Eriley,2005,2005-08-12,flowering,NA,1,12,31,NA,1,59,59,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
24,953,55,1996,Eriley,2005,2005-08-12,flowering,NA,1,15,40,NA,1,61,61,0,>80 aphids;2-10 ants,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
24,950,58,1996,Eriley,2005,2005-08-12,flowering,NA,2,0,0,NA,2,76,82,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
24,949,59,1996,SPP,2005,2005-08-12,fl based on dud & vd (includeForHdCt=0),NA,1,9,32,NA,0,20,20,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,0,0
24,946,62,1996,Eriley,2005,2005-08-12,flowering,NA,2,16,39,NA,2,69,72,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
24,945,63,1996,Lf,2005,2005-08-12,flowering,NA,1,9,24,NA,1,53,53,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
24,944,64,1996,Lf,2005,2005-08-12,flowering,NA,3,5,21,NA,3,40,63,1,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
24,942,66,1996,Nessman,2005,2005-08-12,flowering,NA,1,4,15,NA,1,63,63,0,2-10 aphids,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
28,956,79,1996,SPP,2005,2005-08-11,flowering,NA,1,23,38,NA,1,78,78,1,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
28,952,83,1996,Lf,2005,2005-08-11,flowering,NA,1,10,24,NA,1,55,55,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
28,951,84,1996,Eriley,2005,2005-08-11,flowering,NA,2,3,27,NA,2,40,62,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
28,947,88,1996,Eriley,2005,2005-08-11,flowering,NA,1,5,26,NA,1,77,77,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
33,959,101,1996,SPP,2005,2005-08-11,flowering,NA,1,0,0,NA,1,42,42,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
33,951,109,1996,SPP,2005,2005-08-11,flowering,NA,1,4,28,NA,1,45,45,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
33,948,112,1996,SPP,2005,2005-08-11,flowering,NA,2,5,28,NA,2,31,32,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
33,947,113,1996,Eriley,2005,2005-08-11,flowering,NA,3,10,38,NA,4,45,72,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,4,4
33,946,114,1996,Eriley,2005,2005-08-11,flowering,NA,1,0,0,NA,1,48,48,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
33,944,116,1996,Eriley,2005,2005-08-11,flowering,NA,2,50,37,NA,2,53,60,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
33,943,117,1996,SPP,2005,2005-08-11,flowering,NA,1,28,31,NA,1,70,70,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
33,942,118,1996,Eriley,2005,2005-08-11,flowering,NA,3,15,36,NA,3,30,76,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
33,941,119,1996,Nessman,2005,2005-08-11,flowering,NA,2,21,27,NA,2,58,59,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
33,940,120,1996,Eriley,2005,2005-08-11,flowering,NA,2,10,36,NA,3,55,65,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
33,936,124,1996,Lf,2005,2005-08-11,flowering,NA,6,17,27,NA,6,45,64,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,6,6
34,950,135,1996,Eriley,2005,2005-08-11,flowering,NA,4,10,34,NA,4,46,60,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,4,4
34,947,138,1996,Lf,2005,2005-08-11,flowering,NA,1,6,45,NA,1,63,63,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
34,946,139,1996,Eriley,2005,2005-08-11,flowering,NA,1,10,36,NA,2,57,76,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
34,943,142,1996,Eriley,2005,2005-08-11,flowering,NA,3,14,36,NA,2,17,68,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
34,942,143,1996,Eriley,2005,2005-08-11,flowering,NA,2,9,33,NA,2,65,75,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
34,940,145,1996,Eriley,2005,2005-08-11,flowering,NA,1,13,36,NA,1,75,75,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
38,944,165,1996,Lf,2005,2005-08-12,flowering,NA,2,6,27,NA,2,37,56,0,ant nest;egg sac;wht fuzzy,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"1 larva sac #mm, brn;",1996,1,1,2,2
14,958,174,1996,Stevens,2005,2005-08-12,flowering,NA,1,3,17,NA,1,49,49,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
15,957,199,1996,NWLF,2005,2005-08-14,flowering,NA,1,0,0,NA,1,22,22,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,0,0
15,954,202,1996,Unknown,2005,2005-08-14,flowering,NA,1,17,38,NA,1,65,65,0,2-10 aphids;wht fuzzy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1996,1,1,1,1
15,947,209,1996,NWLF,2005,2005-08-14,flowering,NA,3,7,32,NA,3,49,59,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
16,959,222,1996,Stevens,2005,2005-08-14,flowering,NA,1,22,32,NA,1,70,70,1,2-10 aphids;other (Note),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Shield bug;,1996,1,1,1,1
16,956,225,1996,Stevens,2005,2005-08-14,flowering,NA,1,18,37,NA,1,63,63,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
16,955,226,1996,AA,2005,2005-08-14,flowering,NA,1,8,39,NA,1,59,59,0,11-80 aphids;2-10 ants;ant nest,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
16,944,237,1996,SPP,2005,2005-08-14,flowering,NA,1,22,30,NA,1,64,64,0,11-80 aphids;wht fuzzy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1996,1,1,1,1
16,943,238,1996,Stevens,2005,2005-08-14,flowering,NA,1,0,0,NA,1,73,73,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
16,936,245,1996,Lf,2005,2005-08-14,flowering,NA,1,0,0,NA,1,67,67,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
18,957,249,1996,NWLF,2005,2005-08-12,flowering,NA,1,11,32,NA,1,50,50,0,ant nest,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
18,955,251,1996,Stevens,2005,2005-08-12,flowering,NA,1,21,42,NA,1,64,64,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
18,953,253,1996,NWLF,2005,2005-08-12,flowering,NA,1,0,0,NA,1,62,62,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
19,955,276,1996,SPP,2005,2005-08-12,flowering,NA,2,8,24,NA,2,66,70,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
19,953,278,1996,NWLF,2005,2005-08-12,flowering,NA,1,14,30,NA,1,52,52,0,11-80 aphids;wht fuzzy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1996,1,1,1,1
19,949,282,1996,NWLF,2005,2005-08-12,flowering,NA,1,28,30,NA,1,37,37,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
19,944,287,1996,AA,2005,2005-08-12,flowering,NA,2,9,29,NA,2,70,73,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
19,943,288,1996,Nessman,2005,2005-08-12,flowering,NA,2,34,32,NA,2,58,60,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
20,959,297,1996,SPP,2005,2005-08-11,flowering,NA,1,24,39,NA,1,60,60,1,11-80 aphids;2-10 ants,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
20,956,300,1996,NWLF,2005,2005-08-11,flowering,NA,5,10,27,NA,5,43,61,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,5,5
20,955,301,1996,SPP,2005,2005-08-11,flowering,NA,3,0,0,NA,2,17,61,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
20,954,302,1996,Stevens,2005,2005-08-11,flowering,NA,1,3,19,NA,1,64,64,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
20,953,303,1996,Lf,2005,2005-08-11,flowering,NA,2,8,26,NA,2,56,58,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
20,946,310,1996,AA,2005,2005-08-11,flowering,NA,2,25,34,NA,2,60,64,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
20,944,312,1996,SPP,2005,2005-08-11,flowering,NA,3,11,43,NA,3,67,70,0,11-80 aphids;2-10 ants,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
20,941,315,1996,NWLF,2005,2005-08-11,flowering,NA,1,10,36,NA,1,73,73,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
21,959,322,1996,NWLF,2005,2005-08-12,flowering,NA,2,9,44,NA,2,59,83,0,2-10 aphids,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
21,958,323,1996,NWLF,2005,2005-08-12,flowering,NA,2,21,35,NA,2,52,58,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
21,957,324,1996,NWLF,2005,2005-08-12,flowering,NA,2,25,32,NA,2,63,68,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
21,956,325,1996,AA,2005,2005-08-12,flowering,NA,2,36,40,NA,4,24,64,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 Brn larval sac 5mm;,1996,1,1,4,4
21,953,328,1996,Eriley,2005,2005-08-12,flowering,NA,2,4,18,NA,2,42,68,0,2-10 aphids,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
21,951,330,1996,SPP,2005,2005-08-12,flowering,NA,2,8,24,NA,2,32,53,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
21,950,331,1996,Stevens,2005,2005-08-12,flowering,NA,1,7,32,NA,1,70,70,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
21,949,332,1996,NWLF,2005,2005-08-12,fl based on dud & vd (includeForHdCt=0),NA,1,23,30,NA,0,8,8,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,0,0
21,940,341,1996,Eriley,2005,2005-08-12,flowering,NA,2,15,34,NA,1,37,68,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
22,958,348,1996,SPP,2005,2005-08-11,flowering,NA,4,0,0,NA,1,29,52,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
22,952,354,1996,NWLF,2005,2005-08-11,flowering,NA,1,0,0,NA,1,29,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
22,951,355,1996,NWLF,2005,2005-08-11,flowering,NA,3,0,0,NA,3,19,27,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
22,948,358,1996,Eriley,2005,2005-08-11,flowering,NA,1,6,31,NA,1,59,59,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
22,947,359,1996,NWLF,2005,2005-08-11,flowering,NA,4,0,0,NA,4,33,67,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,4,4
22,941,365,1996,Stevens,2005,2005-08-11,flowering,NA,1,13,37,NA,1,45,45,0,11-80 aphids;2-10 ants,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
25,959,372,1996,SPP,2005,2005-08-17,flowering,NA,2,14,34,NA,2,50,63,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
25,958,373,1996,AA,2005,2005-08-17,fl based on dud & vd (includeForHdCt=0),NA,6,115,19,NA,0,12,21,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,0,0
25,957,374,1996,NWLF,2005,2005-08-17,flowering,NA,1,6,40,NA,2,53,64,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
25,956,375,1996,NWLF,2005,2005-08-17,flowering,NA,5,5,39,NA,3,10,75,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
25,954,377,1996,NWLF,2005,2005-08-17,flowering,NA,2,15,34,NA,2,58,65,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
25,953,378,1996,NWLF,2005,2005-08-17,flowering,NA,1,28,25,NA,1,30,30,1,11-80 aphids;>10 ants;ant nest,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
25,950,381,1996,Stevens,2005,2005-08-17,flowering,NA,2,6,34,NA,2,36,49,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
25,949,382,1996,Lf,2005,2005-08-17,flowering,NA,1,7,40,NA,1,67,67,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
25,948,383,1996,SPP,2005,2005-08-17,flowering,NA,1,17,35,NA,1,57,57,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
25,945,386,1996,Eriley,2005,2005-08-17,flowering,NA,5,10,27,NA,3,12,67,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
25,942,389,1996,SPP,2005,2005-08-17,flowering,NA,1,25,34,NA,1,26,51,1,11-80 aphids;ant nest,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
25,935,396,1996,Stevens,2005,2005-08-17,fl based on dud & vd (includeForHdCt=0),NA,1,2,14,NA,0,5,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,0,0
26,955,401,1996,AA,2005,2005-08-19,flowering,NA,1,14,40,NA,1,71,71,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
26,954,402,1996,NWLF,2005,2005-08-19,flowering,NA,1,17,25,NA,1,58,58,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
26,953,403,1996,NWLF,2005,2005-08-19,flowering,NA,3,14,23,NA,3,55,60,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
26,952,404,1996,NWLF,2005,2005-08-19,flowering,NA,2,15,35,NA,2,41,68,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
26,948,408,1996,Lf,2005,2005-08-19,flowering,NA,1,5,30,NA,1,66,66,0,11-80 aphids;2-10 ants,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
26,947,409,1996,NWLF,2005,2005-08-19,flowering,NA,2,11,27,NA,2,38,77,0,2-10 aphids;2-10 ants,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
26,944,412,1996,Stevens,2005,2005-08-19,flowering,NA,1,0,0,NA,2,51,69,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
26,940,416,1996,Stevens,2005,2005-08-17,flowering,NA,4,7,26,NA,4,37,72,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,4,4
26,939,417,1996,Lf,2005,2005-08-17,flowering,NA,1,0,0,NA,1,60,60,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
27,955,426,1996,Eriley,2005,2005-08-14,flowering,NA,1,8,29,NA,1,60,60,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
27,949,432,1996,Stevens,2005,2005-08-14,flowering,NA,1,8,25,NA,1,59,59,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
27,948,433,1996,NWLF,2005,2005-08-14,flowering,NA,3,13,31,NA,3,29,67,0,11-80 aphids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
29,956,450,1996,SPP,2005,2005-08-17,flowering,NA,1,0,0,NA,1,55,55,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
29,950,456,1996,NWLF,2005,2005-08-17,flowering,NA,1,6,30,NA,1,32,46,1,2-10 aphids,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
29,949,457,1996,Stevens,2005,2005-08-17,fl based on dud & vd (includeForHdCt=0),NA,3,6,27,NA,0,3,6,1,11-80 aphids;ant nest,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1996,1,1,0,0
29,948,458,1996,SPP,2005,2005-08-17,flowering,NA,1,29,29,NA,1,60,60,0,1 ant;other (Note),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yel coccoon,3mm;2-10 blk spikies",1996,1,1,1,1
29,945,461,1996,NWLF,2005,2005-08-17,flowering,NA,2,39,36,NA,3,59,61,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,3,3
29,942,464,1996,SPP,2005,2005-08-17,flowering,NA,2,0,0,NA,2,42,62,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
29,941,465,1996,Unknown,2005,2005-08-17,flowering,NA,1,11,8,NA,1,40,40,1,ant nest,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
30,959,472,1996,Stevens,2005,2005-08-14,flowering,NA,1,19,30,NA,1,55,55,1,11-80 aphids;1 ant;ant nest;wht fuzzy,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,1996,1,1,1,1
30,954,477,1996,NWLF,2005,2005-08-14,flowering,NA,2,0,0,NA,2,44,49,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
30,951,480,1996,SPP,2005,2005-08-14,flowering,NA,2,0,0,NA,1,8,46,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
30,948,483,1996,Lf,2005,2005-08-14,flowering,NA,1,5,26,NA,1,38,38,0,11-80 aphids;>10 ants,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
30,946,485,1996,SPP,2005,2005-08-14,flowering,NA,1,0,0,NA,2,17,67,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
31,947,509,1996,Stevens,2005,2005-08-14,flowering,NA,3,14,34,NA,1,14,62,1,1 ant;other (Note),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Brn larval sac;,1996,1,1,1,1
31,945,511,1996,NWLF,2005,2005-08-14,flowering,NA,1,19,32,NA,1,63,63,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
31,944,512,1996,Stevens,2005,2005-08-14,flowering,NA,1,0,0,NA,1,42,42,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,1,1
31,941,515,1996,NWLF,2005,2005-08-14,flowering,NA,2,9,39,NA,2,62,62,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,2,2
31,939,517,1996,Stevens,2005,2005-08-14,flowering,NA,4,30,41,NA,3,5,83,0,11-80 aphids;other (Note),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Blk spikys; flea beetle;,1996,1,1,3,3
32,957,524,1996,Eriley,2005,2005-08-17,fl based on dud & vd (includeForHdCt=0),NA,1,0,0,NA,0,12,12,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1996,1,1,0,0
